Journal Title	ISSN	ESSN	RoMEO Record ID	Updated
International Journal of Heritage in the Digital Era	2047-4970		144	2014-03-18
International Journal of Heritage Studies	1352-7258	1470-3610	1134	2018-01-19
International Journal of High Performance Computing and Networking	1740-0562	1740-0570	148	2018-05-01
International Journal of High Performance Computing Applications	1094-3420	1741-2846	65	2013-03-11
International Journal of High Performance Systems Architecture	1751-6528	1751-6536	148	2018-05-01
International Journal of High Speed Computing	0129-0533		155	2014-10-29
International Journal of High Speed Electronics and Systems	0129-1564	1793-6438	155	2014-10-29
International Journal of High Throughput Screening	1179-1381		407	2014-01-30
International Journal of Higher Education	1927-6044	1927-6052	915	2014-07-28
International Journal of Higher Education and Sustainability	2056-4023	2056-4031	148	2018-05-01
International Journal of Higher Education Management	2054-9849	2054-9857	1895	2014-07-04
International Journal of Hindu Studies	1022-4556	1574-9282	74	2014-05-16
International Journal of Hispanic Psychology		1939-5841	1800	2014-03-06
International Journal of Historical Archaeology	1092-7697	1573-7748	74	2014-09-16
International Journal of Hospitality and Event Management	2050-0483	2050-0491	148	2018-05-01
International Journal of Hospitality and Tourism Administration	1525-6480	1525-6499	1140	2014-03-26
International Journal of Hospitality Management	0278-4319		30	2015-05-01
International Journal of Housing Markets and Analysis	1753-8270		31	2018-02-16
International Journal of Housing Policy	1461-6718	1473-3269	1140	2014-03-26
International Journal of Human and Social Sciences	2010-4081	2010-409X	566	2016-11-11
International Journal of Human Capital and Information Technology Professionals	1947-3478	1947-3486	455	2018-03-23
International Journal of Human-Computer Interaction	1044-7318	1532-7590	1141	2014-03-26
International Journal of Human-Computer Studies	1071-5819		30	2015-05-01
International Journal of Human Factors and Ergonomics	2045-7804	2045-7812	148	2018-05-01
International Journal of Human Factors in Manufacturing	1045-2699	1522-7111	1499	2014-03-18
International Journal of Human Factors Modelling and Simulation	1742-5549	1742-5557	148	2018-05-01
International Journal of Human Genetics	0972-3757		733	2010-08-10
International Journal of Human Resource Management	0958-5192	1466-4399	1140	2014-03-26
International Journal of Human Resource Studies		2162-3058	1849	2014-07-03
International Journal of Human Resources Development and Management	1465-6612	1741-5160	148	2018-05-01
International Journal of Human Rights	1364-2987	1744-053X	1140	2014-03-26
International Journal of Human Rights in Healthcare		2056-4902	31	2018-02-16
International Journal of Humanities and Arts Computing	1753-8548	1755-1706	266	2017-05-04
International Journal of Humanities and Arts Computing (formerly the Journal of History and Computing	1753-8548	1755-1706	266	2017-05-04
International Journal of Humanities and Social Sciences	2070-3783		566	2016-11-11
International Journal of Humanities Education	2327-0063	2327-2457	687	2016-11-16
International Journal of Humanity	2302-1861	2302-1683	2637	2015-09-25
International Journal of Humanity and Social Sciences	2231-3532	2231-3540	994	2013-08-09
International Journal of Humanoid Robotics	0219-8436	1793-6942	155	2014-10-29
International Journal of Hybrid Intelligent Systems	1448-5869		44	2016-04-18
International Journal of Hydrogen Energy	0360-3199		30	2015-05-01
International Journal of Hydrology Science and Technology	2042-7808	2042-7816	148	2018-05-01
International Journal of Hygiene and Environmental Health	1438-4639		30	2015-05-01
International Journal of Hypersonics	1759-3107		144	2014-03-18
International Journal of Hypertension	2090-0384	2090-0392	100	2018-01-08
International Journal of Hyperthermia	0265-6736	1464-5157	1141	2014-03-26
International Journal of Iberian Studies	1364-971X		409	2016-02-11
International Journal of ICT Research and Development in Africa	1947-3419	1947-3427	455	2018-03-23
International Journal of Image and Data Fusion	1947-9832	1947-9824	1141	2014-03-26
International Journal of Image and Graphics	0219-4678	1793-6756	155	2014-10-29
International Journal of Image Mining	2055-6039	2055-6047	148	2018-05-01
International Journal of Imaging Systems and Technology	0899-9457	1098-1098	2050	2017-11-24
International Journal of Immunogenetics	1744-3121	1744-313X	2050	2017-11-24
International Journal of Immunological Studies	1754-1441	1754-145X	148	2018-05-01
International Journal of Immunology and Immunotherapy	2378-3672		2665	2015-09-16
International Journal of Immunology Research	0976-4909	0976-4917	994	2013-08-09
International Journal of Immunopathology and Pharmacology	0394-6320	2058-7384	1403	2018-02-22
International Journal of Immunotherapy and Cancer Research		2455-8591	2636	2016-09-01
International Journal of Impact Engineering	0734-743X		30	2015-05-01
International Journal of Implant Dentistry		2198-4034	948	2015-12-22
International Journal of Impotence Research	0955-9930	1476-5489	1457	2016-04-27
International Journal of Inclusive Education	1360-3116	1464-5173	1140	2014-03-26
International Journal of Indian Culture and Business Management	1753-0806	1753-0814	148	2018-05-01
International Journal of Indian Psychology		2348-5396	2560	2015-09-03
International Journal of Indigenous Health	2291-9368	2291-9376	2274	2015-04-23
International Journal of Industrial and Systems Engineering	1748-5037	1748-5045	148	2018-05-01
International Journal of Industrial Chemistry	2228-5547		948	2013-03-07
International Journal of Industrial Electronics and Drives	1757-3874	1757-3882	148	2018-05-01
International Journal of Industrial Ergonomics	0169-8141		2943	2017-01-10
International Journal of Industrial Organization	0167-7187		2943	2017-01-10
International Journal of Infectious and Tropical Diseases	2384-6607	2384-6585	2292	2015-06-01
International Journal of Infectious Diseases	1201-9712		2191	2014-12-15
International Journal of Inflammation	2090-8040	2042-0099	100	2018-01-08
International Journal of Informatics and Communication Technology		2252-8776	1290	2018-01-04
International Journal of Information Acquisition	0219-8789	1793-6985	155	2014-10-29
International Journal of Information and Coding Theory	1753-7703	1753-7711	148	2018-05-01
International Journal of Information and Communication Engineering	2010-4049	2010-4057	566	2016-11-11
International Journal of Information and Communication Technologies in Education		1805-3726	1851	2018-05-02
International Journal of Information and Communication Technology	1466-6642	1741-8070	148	2018-05-01
International Journal of Information and Communication Technology Education	1550-1876	1550-1337	455	2018-03-23
International Journal of Information and Computer Security	1744-1765	1744-1773	148	2018-05-01
International Journal of Information and Decision Sciences	1756-7017	1756-7025	148	2018-05-01
International Journal of Information and Learning Technology	2056-4880		31	2018-02-16
International Journal of Information and Mathematical Sciences	2010-4065	2010-4073	566	2016-11-11
International Journal of Information and Network Security		2089-3299	1290	2018-01-04
International Journal of Information and Operations Management Education	1744-2303	1744-2311	148	2018-05-01
International Journal of Information Communication Technologies and Human Development	1935-5661	1935-567X	455	2018-03-23
International Journal of Information Management	0268-4012		30	2015-05-01
International Journal of Information Privacy, Security and Integrity	1741-8496	1741-850X	148	2018-05-01
International Journal of Information Quality	1751-0457	1751-0465	148	2018-05-01
International Journal of Information Retrieval Research	2155-6377	2155-6385	455	2018-03-23
International Journal of Information Science and Computing	2348-7437		2818	2016-06-28
International Journal of Information Security	2356-5845	2382-2619	2507	2015-08-17
International Journal of Information Security and Privacy	1930-1650	1930-1669	455	2018-03-23
International Journal of Information System Modeling and Design	1947-8186	1947-8194	455	2018-03-23
International journal of Information Systems	2356-5896	2382-2597	2507	2015-08-17
International Journal of Information Systems and Change Management	1479-3121	1479-313X	148	2018-05-01
International Journal of Information Systems and Management	1751-3227	1751-3235	148	2018-05-01
International Journal of Information Systems and Social Change	1941-868X	1941-8698	455	2018-03-23
International Journal of Information Systems and Software Engineering for Big Companies	2387-0184		2698	2016-02-05
International Journal of Information Systems and Supply Chain Management	1935-5726	1935-5734	455	2018-03-23
International Journal of Information Systems and Tourism		2530-3260	2698	2016-11-15
International Journal of Information Systems for Crisis Response and Management	1937-9390	1937-9420	455	2018-03-23
International Journal of Information Systems in the Service Sector	1935-5688	1935-5696	455	2018-03-23
International Journal of Information Technologies and Systems Approach	1935-570X	1935-5718	455	2018-03-23
International Journal of Information Technology	2070-3961		566	2016-11-11
International Journal of Information Technology and Decision Making	0219-6220	1793-6845	155	2014-10-29
International Journal of Information Technology and Management	1461-4111	1741-5179	148	2018-05-01
International Journal of Information Technology and Web Engineering	1554-1045	1554-1053	455	2018-03-23
International Journal of Information Technology, Communications and Convergence	2042-3217	2042-3225	148	2018-05-01
International Journal of Information Technology Project Management	1938-0232	1938-0240	455	2018-03-23
International Journal of Infrared and Millimeter Waves	0195-9271	1572-9559	74	2014-05-16
International Journal of Injury Control and Safety Promotion	1745-7300	1745-7319	1141	2014-03-26
International Journal of Innovation		2318-9975	1542	2016-08-26
International Journal of Innovation and Learning	1471-8197	1741-8089	148	2018-05-01
International Journal of Innovation and Regional Development	1753-0660	1753-0679	148	2018-05-01
International Journal of Innovation and Sustainable Development	1740-8822	1740-8830	148	2018-05-01
International Journal of Innovation and Technology Management	0219-8770	1793-6950	155	2014-10-29
International Journal of Innovation in Education	1755-151X	1755-1528	148	2018-05-01
International Journal of Innovation in English Language Teaching and Research		2156-5716	1800	2014-03-06
International Journal of Innovation in the Digital Economy	1947-8305	1947-8313	455	2018-03-23
International Journal of Innovation Management	1363-9196	1757-5877	155	2014-10-29
International Journal of Innovation Science	1757-2223		31	2018-02-16
International Journal of Innovative Business Strategies		2046-3626	3183	2018-02-08
International Journal of Innovative Computing and Applications	1751-648X	1751-6498	148	2018-05-01
International Journal of Inorganic Chemistry	2090-2026	2090-2034	100	2018-01-08
International Journal of Inorganic Materials	1466-6049		30	2015-05-01
International Journal of Insect Science		1179-5433	163	2014-07-22
International Journal of Instrumentation Technology	2043-7854	2043-7862	148	2018-05-01
International Journal of Integrated Care		1568-4156	1132	2016-08-08
