Journal Title	RoMEO Record ID	Updated
Journal of Experimental Biology	29	2016-04-12
Journal of Experimental Biology and Agricultural Sciences	2680	2015-09-17
Journal of Experimental Botany	1474	2017-05-30
Journal of Experimental Child Psychology	30	2015-05-01
Journal of Experimental Criminology	74	2014-09-22
Journal of Experimental Education	1140	2014-03-26
Journal of Experimental Marine Biology and Ecology	30	2015-05-01
Journal of Experimental Medicine	59	2017-01-06
Journal of Experimental Nanoscience	1141	2014-03-26
Journal of Experimental Neuroscience	163	2014-07-22
Journal of Experimental Orthopaedics	948	2015-12-22
Journal of Experimental Pharmacology	407	2014-01-30
Journal of Experimental Political Science	2130	2014-10-09
Journal of Experimental Psychology	12	2017-10-02
Journal of Experimental Psychology: Animal Behavior Processes	12	2017-10-02
Journal of Experimental Psychology: Animal Learning and Cognition	12	2017-10-02
Journal of Experimental Psychology: Applied	12	2017-10-02
Journal of Experimental Psychology: General	12	2017-10-02
Journal of Experimental Psychology: Human Perception and Performance	12	2017-10-02
Journal of Experimental Psychology: Learning, Memory, and Cognition	12	2017-10-02
Journal of Experimental Psychopathology	1707	2013-11-14
Journal of Experimental Social Psychology	30	2015-05-01
Journal of Experimental Therapeutics and Oncology	503	2013-10-08
Journal of Experimental Zoology	2050	2017-11-24
Journal of Experimental Zoology Part A: Comparative Experimental Biology	2050	2017-11-24
Journal of Experimental Zoology Part A: Ecological Genetics and Physiology	2050	2017-11-24
Journal of Experimental Zoology Part B: Molecular and Developmental Evolution	2050	2017-11-24
Journal of Exposure Analysis and Environmental Epidemiology	1457	2015-01-27
Journal of Exposure Science and Environmental Epidemiology	1457	2013-03-06
Journal of Extracellular Vesicles	2966	2017-02-15
Journal of Eye Movement Research	2386	2017-01-31
Journal of Facade Design and Engineering	44	2016-04-18
Journal of Facilities Management	31	2018-02-16
Journal of Failure Analysis and Prevention	74	2015-08-19
Journal of Family and Community Medicine	89	2014-08-26
Journal of Family and Economic Issues	74	2014-09-23
Journal of Family and Reproductive Health	1208	2012-03-29
Journal of Family Business Management	31	2018-02-16
Journal of Family Business Strategy	30	2015-05-01
Journal of Family Communication	1140	2014-03-26
Journal of Family History	65	2013-03-11
Journal of Family Issues	65	2013-03-11
Journal of Family Medicine	2873	2016-09-16
Journal of Family Medicine and Primary Care	89	2014-08-26
Journal of Family Nursing	65	2013-03-11
Journal of Family Planning and Reproductive Health Care	25	2017-10-09
Journal of Family Psychology	12	2017-10-02
Journal of Family Psychotherapy	1139	2014-03-26
Journal of Family Social Work	1139	2014-03-26
Journal of Family Strengths	1715	2014-01-02
Journal of Family Studies	553	2018-02-07
Journal of Family Theory and Review	2052	2017-11-24
Journal of Family Therapy	2050	2017-11-24
Journal of Family Violence	74	2014-09-23
Journal of Fandom Studies	409	2016-02-12
Journal of Fashion Marketing and Management	31	2018-02-16
Journal of Fashion Technology and Textile Engineering	2222	2016-04-20
Journal of Feline Medicine and Surgery	65	2013-03-11
Journal of Feline Medicine and Surgery Open Reports	1403	2018-02-22
Journal of Feminist Family Therapy	1139	2014-03-26
Journal of Feminist Studies in Religion	305	2016-11-15
Journal of Fertilization: In Vitro - IVF - Worldwide, Reproductive Medicine, Genetics and Stem Cell Biology	672	2015-10-23
Journal of Field Archaeology	121	2014-01-22
Journal of Field Ornithology	2050	2017-11-24
Journal of Field Robotics	2050	2017-11-24
Journal of Film and Video	1981	2014-06-11
Journal of Film Music	482	2017-06-29
Journal of Finance	1499	2014-03-18
Journal of Finance and Accountancy	692	2015-06-12
Journal of Finance and Accounting	2188	2014-12-10
Journal of Finance and Economics	2188	2014-12-10
Journal of Finance and Investment Analysis	2152	2015-08-07
Journal of Financial and Quantitative Analysis	2128	2014-10-07
Journal of Financial Counseling and Planning	3061	2018-02-21
Journal of Financial Crime	31	2018-02-16
Journal of Financial Econometrics	1483	2018-02-02
Journal of Financial Economic Policy	31	2018-02-16
Journal of Financial Economics	30	2015-05-01
Journal of Financial Intermediation	30	2015-05-01
Journal of Financial Management Markets and Institutions	1205	2016-04-15
Journal of Financial Management of Property and Construction	31	2018-02-16
Journal of Financial Market Infrastructures	2788	2016-09-14
Journal of Financial Markets	30	2015-05-01
Journal of Financial Markets Research	654	2012-02-28
Journal of Financial Regulation	1482	2017-02-08
Journal of Financial Regulation and Compliance	31	2018-02-16
Journal of Financial Reporting and Accounting	31	2018-02-16
Journal of Financial Research	2052	2017-11-24
Journal of Financial Risk Management	1018	2014-11-19
Journal of Financial Services Marketing	210	2015-11-23
Journal of Financial Services Research	74	2014-09-23
Journal of Financial Stability	30	2015-05-01
Journal of Financial Therapy	2718	2015-12-23
Journal of Fire Protection Engineering	65	2013-03-11
Journal of Fire Sciences	65	2013-03-11
Journal of Fish Biology	2050	2017-11-24
Journal of Fish Diseases	2050	2017-11-24
Journal of Fisheries and Aquaculture	994	2013-08-09
Journal of Fisheries and Aquatic Science	943	2011-02-10
Journal of Fisheries and Livestock Production	672	2015-04-28
Journal of Fixed Point Theory and Applications	74	2014-09-23
Journal of Flood Risk Management	2050	2017-11-24
Journal of Flow Chemistry	365	2016-06-07
Journal of Flow Control, Measurement & Visualization	1018	2014-11-19
Journal of Flow Visualization and Image Processing	2372	2018-03-08
Journal of Fluency Disorders	30	2015-05-01
Journal of Fluid Mechanics	2127	2014-10-07
Journal of Fluids	100	2018-01-08
Journal of Fluids and Structures	30	2015-05-01
Journal of Fluids Engineering	116	2018-02-02
Journal of Fluorescence	74	2014-09-23
Journal of Fluorine Chemistry	30	2015-05-01
Journal of Folklore Research	305	2016-11-15
Journal of Food, Agriculture and Environment	2602	2015-09-02
Journal of Food and Health Science	2259	2015-03-19
Journal of Food and Nutrition Research	2188	2014-12-10
Journal of Food and Nutritional Disorders	2222	2016-04-20
Journal of Food Biochemistry	2050	2017-11-24
Journal of Food Chemistry and Nanotechnology	2958	2017-02-09
Journal of Food Composition and Analysis	30	2015-05-01
Journal of Food Engineering	30	2015-05-01
Journal of Food Lipids	1499	2014-03-18
Journal of Food Measurement and Characterization	74	2014-09-23
Journal of Food, Nutrition and Dietetics	2880	2016-09-21
Journal of Food Process Engineering	2050	2017-11-24
Journal of Food Processing	100	2018-01-08
Journal of Food Processing & Beverages	2458	2015-08-12
Journal of Food Processing and Preservation	2050	2017-11-24
Journal of Food Processing and Technology	672	2015-04-28
Journal of Food Products Marketing	1140	2014-03-26
Journal of Food Protection	356	2016-08-05
Journal of Food Quality	3105	2017-10-04
Journal of Food Research	914	2014-08-15
Journal of Food Resource Science	945	2012-07-13
Journal of Food Safety	2050	2017-11-24
Journal of Food Science	2050	2017-11-24
Journal of Food Science and Engineering	1203	2012-09-27
Journal of Food Science and Technology	74	2014-05-16
Journal of Food Science Education	2050	2017-11-24
Journal of Food Security	2188	2014-12-10
Journal of Food Studies	1849	2014-07-03
Journal of Foodservice	1499	2014-03-18
Journal of Foodservice Business Research	1140	2014-03-26
Journal of Foot and Ankle Research	22	2015-11-23
Journal of Foot and Ankle Surgery	30	2015-05-01
Journal of Forecasting	2052	2017-11-24
Journal of Forensic and Legal Medicine	30	2015-05-01
Journal of Forensic Dental Sciences	89	2014-08-26
Journal of Forensic Investigation	2458	2015-08-12
Journal of Forensic Medicine and Legal Affairs	2880	2016-09-21
Journal of Forensic Nursing	48	2016-09-26
Journal of Forensic Practice	31	2018-02-16
Journal of Forensic Psychiatry and Psychology	1139	2014-03-26
Journal of Forensic Psychology Practice	1139	2014-03-26
Journal of Forensic Radiology and Imaging	30	2015-05-01
Journal of Forensic Research	672	2015-04-28
Journal of Forensic Science and Medicine	89	2017-03-09
Journal of Forensic Sciences	2050	2017-11-24
Journal of Forensic Social Work	1139	2014-03-26
Journal of Forensic Toxicology and Pharmacology	2222	2016-04-20
Journal of Forest Economics	30	2015-05-01
Journal of Forest Research	74	2014-09-23
Journal of Forestry	1475	2018-03-28
Journal of Forestry Research	74	2014-09-23
Journal of Formalized Reasoning	2234	2015-04-22
Journal of Fourier Analysis and Applications	74	2014-09-23
Journal of French and Francophone Philosophy	1850	2017-01-13
Journal of French Language Studies	2128	2014-10-07
Journal of French Philosophy	1000	2016-05-06
Journal of Freshwater Ecology	1141	2014-03-26
Journal of Friction and Wear	74	2014-05-16
Journal of Frugal Innovation	948	2015-12-22
Journal of Fruit and Ornamental Plant Research	1851	2018-05-02
Journal of Fuel Cell Science and Technology	116	2018-02-02
Journal of Fuel Chemistry and Technology	30	2015-05-01
Journal of Fuels	100	2018-01-08
Journal of Function Spaces	100	2018-01-08
Journal of Function Spaces and Applications	100	2018-01-08
Journal of Functional Analysis	30	2015-05-01
Journal of Functional Biomaterials	487	2016-12-14
Journal of Functional Foods	30	2015-05-01
Journal of Functional Programming	2127	2014-10-07
Journal of Further and Higher Education	1140	2014-03-26
Journal of Fusion Energy	74	2014-09-23
Journal of Futures Markets	2052	2017-11-24
Journal of Gambling Studies	74	2014-09-23
Journal of Gaming and Virtual Worlds	409	2016-02-11
Journal of Gastroenterology	74	2014-09-23
Journal of Gastroenterology and Hepatobiliary Disorders	2880	2016-09-21
Journal of Gastroenterology and Hepatology	2050	2017-11-24
Journal of Gastroenterology, Pancreatology and Liver Disorders	3182	2018-02-08
Journal of Gastrointestinal and Digestive System	672	2015-04-28
Journal of Gastrointestinal Cancer	319	2016-05-11
Journal of Gastrointestinal Surgery	74	2014-09-23
Journal of Gay and Lesbian Mental Health	1139	2014-03-26
Journal of Gay and Lesbian Social Services	1139	2014-03-26
Journal of Gender-Based Violence	251	2017-08-01
Journal of Gender, Culture, and Health	74	2014-05-16
Journal of Gender Studies	1140	2014-03-26
Journal of Gene Medicine	2050	2017-11-24
Journal of General Education	435	2017-09-01
Journal of General Internal Medicine	74	2014-09-23
Journal of General Management	65	2018-03-28
Journal of General Physiology	59	2017-01-06
Journal of General Plant Pathology	74	2014-09-23
Journal of General Practice	672	2015-04-28
Journal of General Psychology	1139	2014-03-26
Journal of General Virology	69	2015-09-30
Journal of Generic Medicines	65	2013-03-11
Journal of Genes and Cells	1931	2015-05-05
Journal of Genetic Counseling	74	2014-09-23
Journal of Genetic Disorders and Genetic Reports	2222	2016-04-20
Journal of Genetic Engineering and Biotechnology	30	2015-05-01
Journal of Genetic Psychology	1139	2014-03-26
Journal of Genetics	1313	2014-09-23
Journal of Genetics and Genome Research	2665	2015-09-16
Journal of Genetics and Genomics	30	2015-05-01
Journal of Genital System and Disorders	2222	2016-04-20
Journal of Genocide Research	1140	2014-03-26
Journal of Genomes and Exomes	163	2014-07-22
Journal of Genomics	279	2017-07-27
Journal of Geo-engineering Sciences	44	2016-04-18
Journal of Geochemical Exploration	30	2015-05-01
Journal of Geodesy	74	2014-09-23
Journal of Geodetic Science	1851	2018-05-02
Journal of Geodynamics	30	2015-05-01
Journal of Geographic Information System	1018	2014-11-19
Journal of Geographical Sciences	74	2014-09-23
Journal of Geographical Systems	74	2014-09-23
Journal of Geography	1140	2014-03-26
Journal of Geography and Geology	914	2014-08-15
Journal of Geography and Natural Disasters	672	2015-10-23
Journal of Geography and Regional Planning	213	2014-10-16
Journal of Geography in Higher Education	1139	2014-03-26
Journal of Geological Research	100	2018-01-08
Journal of Geology	77	2017-09-08
Journal of Geology and Geosciences	672	2015-04-28
Journal of Geology and Mining Research	213	2014-10-16
Journal of Geometric Analysis	74	2014-05-16
Journal of Geometric Mechanics	477	2016-05-06
Journal of Geometry	74	2014-09-23
Journal of Geometry and Physics	30	2015-05-01
Journal of Geophysical Research	6	2017-11-27
Journal of Geophysical Research: Atmospheres	6	2017-11-27
Journal of Geophysical Research: Biogeosciences	6	2017-11-27
Journal of Geophysical Research: Earth Surface	6	2017-11-27
Journal of Geophysical Research: Oceans	6	2017-11-27
Journal of Geophysical Research: Planets	6	2017-11-27
Journal of Geophysical Research. Solid Earth	6	2017-11-27
Journal of Geophysical Research: Space Physics	6	2017-11-27
Journal of Geophysics and Engineering	40	2017-11-22
Journal of Geoscience and Environment Protection	1018	2017-11-09
Journal of GEOsciences	2511	2015-08-24
Journal of Geosciences and Geomatics	2188	2014-12-10
Journal of Geotechnical and Geoenvironmental Engineering	14	2016-11-29
Journal of Geriatric Mental Health	89	2017-03-09
Journal of Geriatric Oncology	30	2015-05-01
Journal of Geriatric Physical Therapy	48	2016-09-26
Journal of Geriatric Psychiatry and Neurology	65	2013-03-11
Journal of Geriatrics	100	2018-01-08
Journal of Geriatrics and Palliative Care	2458	2015-08-12
Journal of Germanic Linguistics	2130	2014-10-09
Journal of Gerontological Nursing	799	2017-07-17
Journal of Gerontological Social Work	1139	2014-03-26
Journal of Gerontology	403	2011-05-11
Journal of Gerontology and Geriatric Research	672	2015-04-28
Journal of Glacial Archaeology	482	2017-06-29
Journal of Glaciology	1518	2013-04-16
Journal of Glass Studies	1967	2014-10-07
Journal of Glaucoma	48	2016-09-26
Journal of GLBT Family Studies	1139	2014-03-26
Journal of Global Business	309	2010-09-09
Journal of Global Entrepreneurship Research	948	2015-12-22
Journal of Global Ethics	1140	2014-03-26
Journal of Global Fashion Marketing	1140	2014-03-26
Journal of Global Faultlines	2919	2016-12-13
